user_name,screen_distance,target_x,target_y,left_x,left_y,right_x,right_y,real_pupil_distance,pupil_distance
hande,30.0,960,100,1237,656,1620,684,60,384.022134778713
hande,30.0,1390,100,1246,656,1631,683,60,385.94559202042973
hande,30.0,1820,100,1264,656,1647,682,60,383.8814921300583
hande,30.0,100,540,1276,655,1660,681,60,384.8792018283139
hande,30.0,530,540,1218,663,1603,691,60,386.01683901094265
hande,30.0,960,540,1225,665,1608,691,60,383.8814921300583
hande,30.0,1390,540,1235,667,1620,693,60,385.87692338360944
hande,30.0,1820,540,1248,667,1633,695,60,386.01683901094265
hande,30.0,100,980,1264,667,1644,693,60,380.888435109285
hande,30.0,530,980,1211,673,1593,700,60,382.9529997271206
hande,30.0,960,980,1235,674,1614,701,60,379.9605242653505
hande,30.0,1390,980,1235,674,1618,701,60,383.9505176451778
hande,30.0,1820,980,1245,675,1628,705,60,384.1731380510615
hande,30.0,100,100,1258,661,1634,692,60,377.27576121452597
hande,30.0,530,100,1227,647,1607,677,60,381.18237105091833
hande,30.0,960,100,1235,650,1616,679,60,382.10208060150626
hande,30.0,1390,100,1249,648,1630,677,60,382.10208060150626
hande,30.0,1820,100,1257,647,1638,676,60,382.10208060150626
hande,30.0,100,540,1271,650,1651,677,60,380.9580029347067
hande,30.0,530,540,1207,657,1586,686,60,380.1078794237236
hande,30.0,960,540,1212,658,1592,685,60,380.9580029347067
hande,30.0,1390,540,1208,658,1584,683,60,376.8302004882305
hande,30.0,1820,540,1225,655,1600,680,60,375.8324094593227
hande,30.0,100,980,1243,656,1619,681,60,376.8302004882305
hande,30.0,530,980,1190,662,1569,687,60,379.8236432872498
hande,30.0,960,980,1214,662,1589,689,60,375.9707435426326
hande,30.0,1390,980,1229,660,1605,689,60,377.1166928153672
hande,30.0,1820,980,1246,659,1620,687,60,375.04666376332426
hande,30.0,100,100,1271,617,1649,642,60,378.82581749400345
hande,30.0,530,100,1217,612,1595,635,60,378.6990889875496
hande,30.0,960,100,1219,613,1595,634,60,376.5859795584536
hande,30.0,1390,100,1232,613,1610,635,60,378.63967039918043
hande,30.0,1820,100,1259,612,1637,635,60,378.6990889875496
hande,30.0,100,540,1278,612,1654,635,60,376.70280062670093
hande,30.0,530,540,1207,620,1583,644,60,376.7651788581317
hande,30.0,960,540,1221,620,1594,642,60,373.6482302915404
