user_name,screen_distance,target_x,target_y,left_x,left_y,right_x,right_y,real_pupil_distance,pupil_distance
hande,30.0,1390,540,1234,619,1610,643,60,376.7651788581317
hande,30.0,1820,540,1245,619,1621,643,60,376.7651788581317
hande,30.0,100,980,1258,622,1634,645,60,376.70280062670093
hande,30.0,530,980,1204,628,1577,650,60,373.6482302915404
hande,30.0,960,980,1206,630,1575,650,60,369.5416079415145
hande,30.0,1390,980,1206,628,1573,649,60,367.6003264416396
hande,30.0,1820,980,1214,629,1584,649,60,370.5401462729781
hande,30.0,100,100,1221,621,1590,647,60,369.9148550680278
hande,30.0,530,100,1209,615,1584,638,60,375.7046712512369
hande,30.0,960,100,1208,613,1582,636,60,374.70655185091175
hande,30.0,1390,100,1220,614,1596,636,60,376.64306710730784
hande,30.0,1820,100,1239,610,1614,635,60,375.8324094593227
hande,30.0,100,540,1254,612,1633,635,60,379.6972478172577
hande,30.0,530,540,1198,620,1572,643,60,374.70655185091175
hande,30.0,960,540,1205,622,1580,644,60,375.6447790133652
hande,30.0,1390,540,1217,621,1593,644,60,376.70280062670093
hande,30.0,1820,540,1234,622,1608,646,60,374.7692623468472
hande,30.0,100,980,1247,620,1621,645,60,374.834630203774
hande,30.0,530,980,1201,628,1567,651,60,366.7219655270188
hande,30.0,960,980,1218,629,1590,651,60,372.6499698108132
hande,30.0,1390,980,1214,630,1587,653,60,373.7084425056517
hande,30.0,1820,980,1238,632,1607,657,60,369.845913861435
hande,30.0,100,100,1223,605,1590,628,60,367.72000217556837
hande,30.0,530,100,1209,603,1587,625,60,378.63967039918043
hande,30.0,960,100,1215,605,1590,625,60,375.53295461250804
hande,30.0,1390,100,1224,605,1600,624,60,376.4797471312368
hande,30.0,1820,100,1238,605,1614,625,60,376.53153918363864
hande,30.0,100,540,1256,604,1632,626,60,376.64306710730784
hande,30.0,530,540,1185,615,1557,636,60,372.5922704512266
hande,30.0,960,540,1191,617,1564,636,60,373.48360071092816
hande,30.0,1390,540,1201,617,1575,636,60,374.4823093284915
hande,30.0,1820,540,1216,617,1589,637,60,373.53580818979054
hande,30.0,100,980,1230,619,1603,639,60,373.53580818979054
hande,30.0,530,980,1178,627,1549,644,60,371.38928363645607
hande,30.0,960,980,1198,627,1570,646,60,372.4848990227658
hande,30.0,1390,980,1209,628,1584,648,60,375.53295461250804
hande,30.0,1820,980,1222,631,1596,650,60,374.4823093284915
hande,30.0,100,100,1265,618,1645,641,60,380.69541631072997
hande,30.0,530,100,1236,613,1620,632,60,384.4697647410001
hande,30.0,960,100,1257,611,1641,631,60,384.52048059888824
hande,30.0,1390,100,1268,611,1655,632,60,387.56934863324784
hande,30.0,1820,100,1282,611,1666,632,60,384.573790058553
hande,30.0,100,540,1297,612,1680,633,60,383.575285960918
hande,30.0,530,540,1244,619,1623,641,60,379.63798545456433
hande,30.0,960,540,1247,617,1626,639,60,379.63798545456433
hande,30.0,1390,540,1254,618,1634,639,60,380.5798207997897
hande,30.0,1820,540,1276,619,1659,642,60,383.6899790195204
hande,30.0,100,980,1285,619,1661,644,60,376.8302004882305
hande,30.0,530,980,1246,624,1624,648,60,378.7611384500791
hande,30.0,960,980,1241,627,1617,650,60,376.70280062670093
hande,30.0,1390,980,1261,628,1639,651,60,378.6990889875496
hande,30.0,1820,980,1274,630,1644,653,60,370.71417561242515
hande,30.0,100,100,1197,615,1568,635,60,371.53869246688157
hande,30.0,530,100,1192,612,1569,632,60,377.530131247825
hande,30.0,960,100,1206,611,1584,631,60,378.5287307457652
hande,30.0,1390,100,1219,613,1596,633,60,377.530131247825
hande,30.0,1820,100,1246,607,1623,627,60,377.530131247825
hande,30.0,100,540,1244,610,1624,631,60,380.5798207997897
hande,30.0,530,540,1192,618,1569,639,60,377.58442764499705
hande,30.0,960,540,1208,619,1583,640,60,375.5875397294218
hande,30.0,1390,540,1219,620,1598,642,60,379.63798545456433
hande,30.0,1820,540,1239,620,1616,641,60,377.58442764499705
hande,30.0,100,980,1193,625,1566,647,60,373.6482302915404
hande,30.0,530,980,1196,627,1571,647,60,375.53295461250804
hande,30.0,960,980,1210,629,1582,650,60,372.5922704512266
hande,30.0,1390,980,1223,626,1596,649,60,373.7084425056517
hande,30.0,1820,980,1238,630,1606,650,60,368.5430775363987
hande,30.0,100,100,1286,619,1670,645,60,384.8792018283139
hande,30.0,530,100,1251,613,1640,639,60,389.8679263545541
hande,30.0,960,100,1269,615,1658,643,60,390.00641020372984
hande,30.0,1390,100,1272,616,1659,642,60,387.87240169932176
hande,30.0,1820,100,1289,615,1680,643,60,392.0012755081289
hande,30.0,100,540,1302,616,1687,645,60,386.0906629277636
hande,30.0,530,540,1233,626,1615,652,60,382.88379438153294
hande,30.0,960,540,1247,627,1629,652,60,382.817188746796
hande,30.0,1390,540,1260,629,1645,655,60,385.87692338360944
hande,30.0,1820,540,1264,630,1649,655,60,385.8108344772085
hande,30.0,100,980,1281,631,1664,657,60,383.8814921300583
hande,30.0,530,980,1226,634,1605,661,60,379.9605242653505
hande,30.0,960,980,1238,638,1617,663,60,379.8236432872498
hande,30.0,1390,980,1249,637,1627,664,60,378.9630588856914
hande,30.0,1820,980,1258,638,1637,664,60,379.8907737758315
hande,30.0,100,100,1322,617,1713,646,60,392.07397261231205
hande,30.0,530,100,1295,618,1686,647,60,392.07397261231205
hande,30.0,960,100,1297,619,1688,644,60,391.79841755678393
hande,30.0,1390,100,1322,617,1713,645,60,392.0012755081289
hande,30.0,1820,100,1342,620,1731,645,60,389.8025141016923
hande,30.0,100,540,1343,620,1733,647,60,390.9334981809566
hande,30.0,530,540,1282,627,1666,655,60,385.01948002666046
hande,30.0,960,540,1289,629,1677,656,60,388.9382984484814
hande,30.0,1390,540,1297,629,1684,656,60,387.9407171205415
hande,30.0,1820,540,1316,632,1701,657,60,385.8108344772085
hande,30.0,100,980,1271,631,1657,657,60,386.87465670420954
hande,30.0,530,980,1272,636,1658,661,60,386.8087382673768
hande,30.0,960,980,1275,638,1662,663,60,387.806652856807
hande,30.0,1390,980,1287,638,1672,665,60,385.94559202042973
hande,30.0,1820,980,1298,640,1682,667,60,384.94804844290354
hande,30.0,100,100,1335,614,1722,643,60,388.0850422265718
hande,30.0,530,100,1314,615,1704,645,60,391.1521443121589
hande,30.0,960,100,1324,616,1715,645,60,392.07397261231205
hande,30.0,1390,100,1337,615,1730,643,60,393.99619287500735
hande,30.0,1820,100,1345,613,1736,642,60,392.07397261231205
hande,30.0,100,540,1359,613,1750,642,60,392.07397261231205
hande,30.0,530,540,1302,619,1687,650,60,386.24603557836036
hande,30.0,960,540,1310,622,1696,651,60,387.08784532712986
hande,30.0,1390,540,1319,623,1709,653,60,391.1521443121589
hande,30.0,1820,540,1331,625,1718,653,60,388.0115977648091
hande,30.0,100,980,1344,626,1734,656,60,391.1521443121589
hande,30.0,530,980,1296,630,1680,659,60,385.09349514111506
hande,30.0,960,980,1302,632,1689,661,60,388.0850422265718
hande,30.0,1390,980,1310,633,1693,662,60,384.0963420809941
hande,30.0,1820,980,1322,632,1708,663,60,387.24281788046113
hande,30.0,100,100,1374,669,1758,669,60,384.0
hande,30.0,530,100,1306,654,1684,653,60,378.00132274900835
hande,30.0,960,100,1305,656,1684,656,60,379.0
hande,30.0,1390,100,1314,656,1692,655,60,378.00132274900835
hande,30.0,1820,100,1325,652,1704,652,60,379.0
hande,30.0,100,540,1332,652,1711,651,60,379.00131925891765
hande,30.0,530,540,1265,661,1640,658,60,375.0119998080061
hande,30.0,960,540,1265,662,1639,659,60,374.0120318920235
hande,30.0,1390,540,1280,662,1654,660,60,374.0053475553525
hande,30.0,1820,540,1292,662,1667,659,60,375.0119998080061
hande,30.0,100,980,1300,659,1675,659,60,375.0
hande,30.0,530,980,1251,668,1620,665,60,369.0121949204389
hande,30.0,960,980,1256,671,1629,669,60,373.0053618917562
hande,30.0,1390,980,1268,671,1640,667,60,372.0215047547655
hande,30.0,1820,980,1272,671,1642,668,60,370.01216196227927
hande,30.0,100,100,1270,650,1660,653,60,390.0115382908562
hande,30.0,530,100,1265,651,1646,655,60,381.02099679676445
hande,30.0,960,100,1267,651,1655,653,60,388.0051546049356
hande,30.0,1390,100,1284,650,1669,652,60,385.00519477014853
hande,30.0,1820,100,1297,649,1683,652,60,386.0116578550446
hande,30.0,100,540,1310,650,1694,651,60,384.00130208112574
hande,30.0,530,540,1264,656,1645,659,60,381.0118108405565
hande,30.0,960,540,1271,660,1655,662,60,384.0052082980125
hande,30.0,1390,540,1290,656,1673,659,60,383.01174916704576
hande,30.0,1820,540,1303,658,1683,661,60,380.01184192074857
hande,30.0,100,980,1308,659,1691,664,60,383.03263568526376
hande,30.0,530,980,1253,665,1634,668,60,381.0118108405565
hande,30.0,960,980,1266,666,1646,668,60,380.0052631214468
hande,30.0,1390,980,1282,665,1661,671,60,379.0474904283103
hande,30.0,1820,980,1283,666,1661,670,60,378.02116342871597
hande,30.0,100,100,1277,657,1655,662,60,378.033067336708
hande,30.0,530,100,1255,652,1634,655,60,379.0118731649445
hande,30.0,960,100,1271,651,1651,658,60,380.06446821559103
hande,30.0,1390,100,1284,651,1666,657,60,382.04711751301045
hande,30.0,1820,100,1298,651,1684,656,60,386.0323820614017
hande,30.0,100,540,1266,654,1646,661,60,380.06446821559103
hande,30.0,530,540,1263,658,1644,665,60,381.064299036265
hande,30.0,960,540,1273,659,1657,665,60,384.04687213932624
hande,30.0,1390,540,1290,660,1673,666,60,383.0469945058961
hande,30.0,1820,540,1302,662,1687,669,60,385.06363110530185
hande,30.0,100,980,1319,664,1705,674,60,386.12951195162486
hande,30.0,530,980,1265,672,1651,679,60,386.0634662850138
hande,30.0,960,980,1283,671,1673,680,60,390.10383233185496
hande,30.0,1390,980,1305,671,1690,680,60,385.1051804377604
hande,30.0,1820,980,1301,671,1687,678,60,386.0634662850138
